SMILES,Most Basic,Most Acidic,Mass Solubility pH 1,Mass Solubility pH 2,Mass Solubility pH 3,Mass Solubility pH 4,Mass Solubility pH 5,Mass Solubility pH 6,Mass Solubility pH 7,Mass Solubility pH 8,Mass Solubility pH 9,Mass Solubility pH 10,LogD pH 1,LogD pH 2,LogD pH 3,LogD pH 4,LogD pH 5,LogD pH 6,LogD pH 7,LogD pH 8,LogD pH 9,LogD pH 10,Water Solubility,Caco-2 permeable,Melting Point (°C),Boiling Point (°C),Bioavailability,Bi Basic,Bi Acidic
CC(C(O)=O)c1ccc(c(F)c1)c2ccccc2,,4.14,0.032,0.032,0.034,0.054,0.27,2.3,20.0,100.0,160.0,180.0,3.66,3.65,3.63,3.42,2.74,1.8,0.85,0.16,-0.06,-0.09,0.008,0.8866,110.5,,1.0,0,1
CC(C(O)=O)c1ccc(cc1)C(=O)c2sccc2,,4.07,0.12,0.12,0.13,0.22,1.1,10.0,89.0,406.0,633.0,669.0,2.18,2.18,2.15,1.91,1.2,0.25,-0.69,-1.35,-1.54,-1.57,,0.6039,124.3,,1.0,0,1
CC(C(O)=O)c1ccc2c([nH]c3ccc(Cl)cc23)c1,-5.73,4.84,0.0015,0.0015,0.0015,0.0017,0.0033,0.02,0.18,1.5,5.7,7.9,3.84,3.84,3.84,3.79,3.49,2.71,1.75,0.83,0.25,0.11,,0.5595,197,,1.0,1,1
CC(C(O)=O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3,0.38,4.36,0.033,0.022,0.021,0.024,0.057,0.39,3.6,28.0,87.0,110.0,3.52,3.69,3.71,3.64,3.27,2.44,1.47,0.58,0.09,-0.02,0.0317,-0.5319,,,1.0,1,1
CC(C(O)=O)c1cccc(Oc2ccccc2)c1,,4.2,0.034,0.034,0.036,0.056,0.27,2.2,20.0,100.0,180.0,190.0,3.72,3.72,3.7,3.51,2.86,1.92,0.97,0.25,0.01,-0.02,,0.8876,169.5,,1.0,0,1
CC(C(O)=O)c1cccc(c1)C(=O)c2ccccc2,,4.23,0.11,0.11,0.11,0.17,0.74,6.4,58.0,310.0,554.0,603.0,2.91,2.91,2.89,2.71,2.07,1.14,0.19,-0.55,-0.8,-0.84,0.051,0.8866,94,,1.0,0,1
CC(C(O)=O)c1sc(cc1)C(=O)c2ccccc2,,4.05,0.086,0.089,0.094,0.16,0.86,7.5,68.0,299.0,458.0,484.0,2.57,2.57,2.53,2.3,1.58,0.63,-0.31,-0.96,-1.15,-1.18,0.0324,0.6039,96,,1.0,0,1
CC(C)(C#N)c1cc(Cn2cncn2)cc(c1)C(C)(C)C#N,2.62,,8.8,1.2,0.27,0.17,0.16,0.16,0.16,0.16,0.16,0.16,-1.45,-0.58,0.07,0.26,0.29,0.29,0.29,0.29,0.29,0.29,0.53,0.5516,,,1.0,1,0
CC(C)(C(O)=O)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,9.42,4.43,13.0,13.0,12.0,9.5,6.5,6.0,6.0,6.0,7.5,19.0,0.63,0.64,0.68,0.89,1.16,1.22,1.23,1.22,1.11,0.65,,0.5,142.5,,1.0,1,1
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2ccnc2,5.66,,50.0,47.0,29.0,6.4,0.85,0.23,0.16,0.16,0.16,0.16,0.99,1.01,1.21,1.88,2.75,3.32,3.47,3.48,3.49,3.49,0.0595,,,,1.0,1,0
CC(C)(C)C(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,,,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,4.85,,0.6211,,,1.0,0,0
CC(C)(C)C(=O)OCOC(=O)C1N2[C@H](SC1(C)C)[C@H](N=CN3CCCCCC3)C2=O,8.11,,10.0,10.0,10.0,9.7,9.2,5.7,1.2,0.22,0.11,0.1,-0.62,-0.62,-0.62,-0.62,-0.59,-0.37,0.29,1.03,1.33,1.38,0.0526,-0.5577,119,,1.0,1,0
CC(C)(C)C(=O)OCO[P](=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C,4.16,,30.0,15.0,2.5,0.36,0.13,0.11,0.11,0.11,0.11,0.11,-0.17,0.14,0.91,1.74,2.18,2.26,2.27,2.27,2.27,2.27,,-0.6281,,,0.0,1,0
CC(C)(C)C(=O)Oc1ccc(cc1)[S](=O)(=O)Nc2ccccc2C(=O)NCC(O)=O,-2.22,3.67,0.0078,0.0083,0.011,0.036,0.29,2.8,27.0,180.0,390.0,443.0,2.71,2.69,2.58,2.05,1.15,0.16,-0.82,-1.64,-1.98,-2.04,0.0152,,,,1.0,1,1
CC(C)(C)C(O)/C=C/c1ccc2OCOc2c1,,14.45,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,3.78,,,,365.4,1.0,0,1
CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,12.32,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,4.04,0.00929,,,,1.0,0,1
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,,10.09,3.7e-05,3.7e-05,3.7e-05,3.7e-05,3.7e-05,3.7e-05,3.7e-05,3.7e-05,4e-05,6.6e-05,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.22,8.0,3.62e-05,,,,1.0,0,1
CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H]3[C@H](O)Cc4ccccc34)Cc5cccnc5,5.19,14.4,1000.0,1000.0,767.0,25.0,0.92,0.21,0.15,0.15,0.15,0.15,-0.76,-0.65,-0.27,1.22,2.64,3.29,3.42,3.43,3.43,3.43,0.0482,-0.8183,167.75,,0.0,1,1
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,-0.55,14.17,0.011,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3.81,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,3.83,,-0.5496,253,,1.0,1,1
CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,9.53,13.82,76.0,73.0,73.0,73.0,69.0,55.0,18.0,2.4,0.3,0.084,-0.14,-0.13,-0.12,-0.12,-0.11,-0.01,0.48,1.36,2.26,2.82,0.0451,,,,1.0,1,1
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,9.54,13.91,999.0,999.0,999.0,999.0,999.0,999.0,999.0,190.0,25.0,7.4,-2.54,-2.54,-2.54,-2.53,-2.52,-2.4,-1.87,-0.98,-0.09,0.43,8.33,-0.8957,127,526.437,1.0,1,1
CC(C)(C)NCC(O)COc1cccc2NC(=O)CCc12,9.52,13.84,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,377.0,50.0,15.0,-2.04,-1.8,-1.76,-1.76,-1.74,-1.62,-1.08,-0.18,0.71,1.22,0.421,-0.6897,,,1.0,1,1
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,9.51,13.29,726.0,579.0,565.0,560.0,541.0,399.0,110.0,14.0,1.8,0.58,-0.58,-0.48,-0.47,-0.46,-0.45,-0.32,0.24,1.14,2.02,2.52,0.112,0.5375,174.75,,1.0,1,1
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,9.65,9.11,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,737.0,81.0,16.0,22.0,-2.4,-2.4,-2.4,-2.4,-2.39,-2.28,-1.77,-0.9,-0.21,-0.35,5.84,-0.8404,120.5,,1.0,1,1
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,9.62,9.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,500.0,69.0,36.0,-2.41,-2.41,-2.41,-2.41,-2.39,-2.28,-1.77,-0.89,-0.03,0.25,2.15,-0.7112,148,,1.0,1,1
CC(C)(C)NC[C@@H](O)COc1ccccc1C2CCCC2,9.51,13.9,260.0,260.0,260.0,260.0,250.0,200.0,64.0,8.5,1.0,0.29,0.92,0.92,0.92,0.92,0.93,1.04,1.53,2.41,3.31,3.87,0.0212,0.5961,,438.2,1.0,1,1
CC(C)(C)NC[C@H](O)COc1cccc2C(=O)CCCc12,9.52,13.84,685.0,685.0,685.0,682.0,659.0,495.0,140.0,18.0,2.3,0.73,-1.14,-1.14,-1.14,-1.14,-1.12,-1.0,-0.46,0.44,1.33,1.84,0.251,-0.6105,210,,1.0,1,1
CC(C)(C)NC[C@H](O)COc1nsnc1N2CCOCC2,9.35,13.38,778.0,582.0,560.0,557.0,525.0,342.0,76.0,9.2,1.3,0.54,-1.96,-1.84,-1.82,-1.82,-1.79,-1.61,-0.96,-0.04,0.8,1.2,,0.8867,202.5,100,1.0,1,1
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,9.62,9.99,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,500.0,69.0,36.0,-2.41,-2.41,-2.41,-2.41,-2.39,-2.28,-1.77,-0.89,-0.03,0.25,2.15,,,,1.0,1,1
CC(C)(C)O,,15.38,91.9,91.9,91.9,91.9,91.9,91.9,91.9,91.9,91.9,91.9,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,154.0,0.6881,,,1.0,0,1
CC(C)(C)[S](=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc2[nH]cnc2)C(=O)N[C@H](CC3CCCCC3)[C@H](O)[C@H](O)C4CC4,6.7,13.38,0.25,0.25,0.24,0.18,0.059,0.0082,0.0015,0.00082,0.00076,0.00076,1.3,1.31,1.32,1.43,1.92,2.78,3.51,3.76,3.8,3.81,0.0213,-0.8957,,,0.0,1,1
CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,10.27,4.1e-06,4.1e-06,4.1e-06,4.1e-06,4.1e-06,4.1e-06,4.1e-06,4.1e-06,4.3e-06,6.7e-06,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.98,8.79,4.18e-05,0.778,125,,0.0,0,1
CC(C)(C)c1cc(SC(C)(C)Sc2cc(c(OC(=O)CCC(O)=O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,,4.27,1.7e-06,1.7e-06,1.9e-06,2.7e-06,1.1e-05,9.3e-05,0.00086,0.0048,0.0093,0.012,8.53,8.53,8.51,8.35,7.73,6.8,5.84,5.09,4.82,4.69,3.09e-05,-0.5317,,,0.0,0,1
CC(C)(C)c1ccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)cc1,6.84,,13.0,4.3,2.1,0.82,0.13,0.015,0.0031,0.0019,0.0018,0.0017,2.55,3.03,3.35,3.75,4.57,5.5,6.19,6.4,6.43,6.43,0.000246,0.6056,,218,1.0,1,0
CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,8.19,,0.32,0.32,0.32,0.3,0.18,0.036,0.0042,0.00066,0.0003,0.00026,3.71,3.71,3.71,3.74,3.97,4.66,5.59,6.4,6.75,6.8,6.47e-05,,,,1.0,1,0
CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4,9.42,13.32,1.9,1.9,1.9,1.9,1.8,1.3,0.34,0.043,0.0057,0.0019,2.52,2.52,2.52,2.52,2.53,2.68,3.26,4.17,5.04,5.51,9.63e-05,0.6691,147,,1.0,1,1
CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO,-0.47,12.71,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,-0.48,0.117,,,,0.0,1,1
CC(C)(CO)[C@@H](O)C(=O)NCCCO,-0.88,13.03,120.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,110.0,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,121.0,,,,1.0,1,1
CC(C)(N)Cc1ccc(Cl)cc1,9.76,,784.0,784.0,784.0,782.0,768.0,643.0,246.0,35.0,4.2,0.97,-0.32,-0.32,-0.32,-0.32,-0.31,-0.23,0.19,1.04,1.96,2.59,0.105,0.7531,,101,1.0,1,0
CC(C)(N)Cc1ccccc1,9.94,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,222.0,25.0,5.1,-0.9,-0.9,-0.9,-0.9,-0.89,-0.84,-0.51,0.28,1.21,1.93,18.6,0.7688,205,206,1.0,1,0
CC(C)(N)Cc1ccccc1Cl,9.6,,781.0,781.0,781.0,779.0,757.0,595.0,189.0,24.0,3.1,0.86,-0.31,-0.31,-0.31,-0.31,-0.3,-0.19,0.3,1.19,2.09,2.64,0.104,0.7497,245.5,,1.0,1,0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(O)=O,-2.06,3.29,0.054,0.054,0.08,0.33,2.7,25.0,140.0,270.0,290.0,300.0,2.5,2.48,2.32,1.71,0.79,-0.17,-0.93,-1.2,-1.24,-1.25,0.00155,-0.5564,186,,1.0,1,1
CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCCOC(=O)C(C)(C)Oc2ccc(Cl)cc2,,,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,0.000181,,,,0.0,0,0
CC(C)(Oc1ccc(cc1)C2CC2(Cl)Cl)C(O)=O,,3.31,0.098,0.1,0.15,0.58,4.9,43.0,260.0,497.0,546.0,552.0,2.93,2.91,2.76,2.16,1.23,0.27,-0.49,-0.77,-0.82,-0.82,0.00779,,,,1.0,0,1
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2,,10.29,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.071,0.073,0.11,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.62,3.45,0.0865,0.8784,,,1.0,0,1
CC(C)(c1ccccc1)c2ccc(O)cc2,,10.62,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.045,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.24,4.23,4.14,0.0209,0.8813,,,1.0,0,1
CC(C)(c1cccnc1)C(=O)c2cccnc2,4.61,,1000.0,1000.0,190.0,16.0,4.3,3.2,2.9,2.9,2.9,2.9,-2.31,-1.88,-0.67,0.4,0.99,1.12,1.14,1.14,1.14,1.14,,0.7108,50.5,,1.0,1,0
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,,,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,0.00012,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,7.68,0.00201,,,,1.0,0,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,,,6.2e-06,6.2e-06,6.2e-06,6.2e-06,6.2e-06,6.2e-06,6.2e-06,6.2e-06,6.2e-06,6.2e-06,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,8.79,0.000489,,,,0.0,0,0
CC(C)=CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,-0.33,4.06,0.048,0.045,0.048,0.083,0.42,3.1,11.0,14.0,14.0,14.0,3.03,3.04,3.01,2.78,2.08,1.21,0.68,0.56,0.55,0.55,0.106,,,,1.0,1,1
CC(C)=CCN,10.09,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,861.0,146.0,-2.1,-2.1,-2.1,-2.1,-2.1,-2.06,-1.8,-1.05,-0.12,0.65,0.05,0.8194,36.5,,1.0,1,0
CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(O)=O)cc1,,2.98,0.0014,0.0016,0.003,0.017,0.15,1.3,5.4,7.7,8.1,8.1,5.18,5.14,4.87,4.12,3.17,2.24,1.62,1.46,1.44,1.43,0.000674,0.5992,,,0.0,0,1
CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-2.55,,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,0.0046,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.0754,,,,1.0,1,0
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,-4.58,13.12,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,3.52,0.00945,0.7533,112,,1.0,1,1
CC(C)C(=O)OCC(=O)[C@@]12O[C@@H](O[C@@H]1C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]23C)C6CCCCC6,,14.25,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,0.00036,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,0.00157,-0.6847,,,0.0,0,1
CC(C)C(=O)c1c2ccccn2nc1C(C)C,1.22,,1.2,0.51,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,2.02,2.37,2.43,2.44,2.44,2.44,2.44,2.44,2.44,2.44,0.179,0.6112,,,1.0,1,0
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,,7.81,1.6,1.6,1.6,1.6,1.6,1.6,1.8,4.0,23.0,97.0,1.28,1.28,1.28,1.28,1.28,1.27,1.22,0.88,0.12,-0.51,5.17,-0.607,141,,1.0,0,1
CC(C)C1=C(C)N(C)N(c2ccccc2)C1=O,1.46,,6.7,2.3,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.14,1.61,1.71,1.72,1.72,1.72,1.72,1.72,1.72,1.72,9.26,,,,1.0,1,0
CC(C)C1CCC(C)CC1O,,15.3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,3.22,0.558,,,,1.0,0,1
CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CSSCC(NC1=O)C(=O)NC(Cc5c[nH]c6ccccc56)C(N)=O)NC(=O)C(N)Cc7ccccc7,10.43,9.9,0.58,0.58,0.58,0.57,0.5,0.24,0.046,0.0061,0.00071,0.00017,1.92,1.93,1.93,1.94,1.99,2.29,2.76,2.92,3.05,3.3,0.00401,-0.7899,,,0.0,1,1
CC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3OC4=C(C)C(=O)C(=C(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(NC5=O)C(C)C)C4=Nc23)N)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCN7C1=O,0.83,8.94,40.0,25.0,24.0,24.0,24.0,24.0,24.0,26.0,50.0,260.0,1.85,2.04,2.07,2.07,2.07,2.07,2.07,2.03,1.75,1.02,,-0.6568,242.25,,0.0,1,1
CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,9.69,,13.0,13.0,13.0,13.0,13.0,10.0,3.6,0.5,0.059,0.015,2.37,2.37,2.37,2.37,2.38,2.47,2.92,3.79,4.7,5.3,2.9,0.6584,191.5,,1.0,1,0
CC(C)CC(NC(=O)C(COC(C)(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc4[nH]cnc4)NC(=O)C5CCC(=O)N5)C(=O)NC(CCCN=C(N)N)C(=O)N6CCCC6C(=O)NNC(N)=O,13.67,9.82,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,90.0,9.9,2.3,-3.77,-3.76,-3.75,-3.73,-3.55,-2.97,-2.43,-2.28,-2.3,-2.51,,-0.7772,,,0.0,1,1
CC(C)CC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CO)NC(=O)C(Cc4c[nH]c5ccccc45)NC(=O)C(Cc6c[nH]cn6)NC(=O)C7CCC(=O)N7)C(=O)NC(CCCNC(N)=N)C(=O)N8CCCC8C(=O)NCC(N)=O,13.84,9.82,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,140.0,16.0,3.5,-4.06,-4.05,-4.05,-4.03,-3.85,-3.27,-2.72,-2.58,-2.6,-2.78,0.0305,,,,0.0,1,1
CC(C)CC(O)=O,,4.78,23.0,23.0,23.0,28.0,62.0,414.0,1000.0,1000.0,1000.0,1000.0,1.05,1.05,1.04,0.98,0.62,-0.2,-1.16,-2.06,-2.57,-2.68,64.9,0.6361,29.3,176.5,1.0,0,1
CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,,7.78,0.74,0.74,0.74,0.74,0.74,0.74,0.85,2.0,11.0,47.0,1.79,1.79,1.79,1.79,1.79,1.78,1.72,1.37,0.61,-0.01,2.23,-0.5936,,,1.0,0,1
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,,,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,2e-06,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,10.69,,,,>343 degrees Celcius,0.0,0,0
CC(C)CCOC(=O)C(=C)C#N,,,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,1.89,0.339,,,,1.0,0,0
CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,-0.11,12.44,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,0.00084,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.79,5.78,0.000298,,,,1.0,1,1
CC(C)CN(CC(O)[C@H](Cc1ccccc1)NC(=O)[C@@H](CC(N)=O)NC(=O)c2ccc3ccccc3n2)C(=O)NC(C)(C)C,1.57,11.05,0.032,0.0091,0.0073,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0073,2.51,3.05,3.17,3.18,3.18,3.18,3.18,3.18,3.18,3.15,0.00427,,,,0.0,1,1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)[S](=O)(=O)c3ccc(N)cc3,1.76,11.54,0.061,0.015,0.01,0.0096,0.0096,0.0096,0.0096,0.0096,0.0096,0.01,1.87,2.49,2.65,2.68,2.68,2.68,2.68,2.68,2.68,2.66,0.0491,0.8866,,,0.0,1,1
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CO[C@H]3OCC[C@@H]23)[S](=O)(=O)c4ccc(N)cc4,1.75,11.43,0.021,0.0051,0.0035,0.0033,0.0033,0.0033,0.0033,0.0033,0.0033,0.0035,2.4,3.02,3.19,3.21,3.21,3.21,3.21,3.21,3.21,3.19,0.15,0.7274,75,,0.0,1,1
CC(C)CN(C[C@@H](O[P](O)(O)=O)[C@H](Cc1ccccc1)NC(=O)O[C@H]2CCOC2)[S](=O)(=O)c3ccc(N)cc3,1.67,1.77,0.88,0.54,2.6,23.0,200.0,1000.0,1000.0,1000.0,1000.0,1000.0,-0.34,-0.13,-0.81,-1.75,-2.6,-3.13,-3.65,-3.96,-4.02,-4.03,0.685,0.6992,,,0.0,1,1
CC(C)CN1C(=O)N(C)C(=O)c2[nH]cnc12,1.49,8.61,8.2,2.0,1.4,1.3,1.3,1.3,1.4,1.6,4.4,27.0,0.31,0.91,1.07,1.09,1.1,1.1,1.09,1.0,0.57,-0.21,5.44,-0.5131,,,1.0,1,1
CC(C)COc1ccc(cc1C#N)c2sc(C(O)=O)c(C)n2,2.48,,0.0095,0.0076,0.017,0.11,0.92,3.5,4.4,4.7,4.7,4.7,3.49,3.6,3.24,2.42,1.53,0.99,0.86,0.85,0.85,0.85,0.0183,0.5126,238.5,,1.0,1,0
CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(O)=O,6.87,3.28,999.0,120.0,21.0,11.0,9.9,10.0,13.0,37.0,280.0,999.0,-2.09,-2.01,-1.72,-1.53,-1.5,-1.51,-1.6,-2.01,-2.55,-2.74,1.29,-0.815,,,1.0,1,1
CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C,6.44,9.6,0.27,0.26,0.18,0.043,0.0052,0.00072,0.00024,0.0002,0.00023,0.00065,5.5,5.52,5.66,6.24,7.15,8.02,8.49,8.57,8.5,8.05,0.0858,-0.6618,216.5,,1.0,1,1
CC(C)C[C@H](CN)CC(O)=O,11.31,4.23,1000.0,1000.0,693.0,140.0,78.0,72.0,72.0,72.0,72.0,78.0,-2.01,-2.0,-1.9,-1.6,-1.44,-1.41,-1.41,-1.41,-1.41,-1.45,,-0.6531,177,145.5,1.0,1,1
CC(C)C[C@H](NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](Cc1ccc(O)cc1)N(C)C(=O)[C@H](CO)NC(=O)[C@@H](Cc2cccnc2)NC(=O)[C@@H](Cc3ccc(Cl)cc3)NC(=O)[C@@H](Cc4ccc5ccccc5c4)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N6CCC[C@H]6C(=O)N[C@H](C)C(N)=O,10.66,9.82,1000.0,1000.0,1000.0,1000.0,810.0,50.0,4.5,0.47,0.052,0.013,-0.85,-0.84,-0.81,-0.61,-0.13,0.11,0.15,0.17,0.3,0.57,0.00371,,,,0.0,1,1
CC(C)Cc1ccc(cc1)C(C)C(O)=O,,4.41,0.19,0.19,0.2,0.27,0.93,7.4,68.0,433.0,928.0,1000.0,3.5,3.5,3.49,3.36,2.81,1.91,0.94,0.14,-0.19,-0.24,0.021,0.8866,76.25,157,1.0,0,1
CC(C)Cc1ccc(cc1)[C@H](C)C(O)=O,,4.41,0.19,0.19,0.2,0.27,0.93,7.4,68.0,433.0,928.0,1000.0,3.5,3.5,3.49,3.36,2.81,1.91,0.94,0.14,-0.19,-0.24,,,51,,1.0,0,1
CC(C)Cn1cnc2c(N)nc3ccccc3c12,6.28,,17.0,16.0,16.0,12.0,3.1,0.43,0.089,0.055,0.05,0.05,0.5,0.51,0.52,0.66,1.22,2.08,2.76,2.98,3.0,3.01,,0.5995,293,,1.0,1,0
